post_id	label	Text	post_tokens	maj_rationales	rationale_words	model_prediction
16070530_gab	hatespeech	<user> is going to let pedos run freely on gab advocating for child fucking but if you think nigger and jew rapists that want you enslaved and your kids raped should be killed you are the bad guy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger', 'and', 'jew', 'rapists']		hatespeech
20509359_gab	offensive	in time my friend in time they do already support the acid in my moslem wife face libtards hollywood sucks	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	['moslem']		hatespeech
1179030757555261440_twitter	normal	<user> <user> <user> <user> <user> <user> that funny i can not for the life of me remember even one circumstance where any democrat sided with putin kim jon un nazis white supremacist or the kk	[]	['<user>', '<user>', '<user>', '<user>', '<user>', '<user>', 'that', 'funny', 'i', 'can', 'not', 'for', 'the', 'life', 'of', 'me', 'remember', 'even', 'one', 'circumstance', 'where', 'any', 'democrat', 'sided', 'with', 'putin', 'kim', 'jon', 'un', 'nazis', 'white', 'supremacist', 'or', 'the', 'kk']		hatespeech
1178723245211734016_twitter	hatespeech	<user> according to police the suspect sean bell was also in violation of driving with six suspensions yep just another day on white trash collapsing long island	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	['white', 'trash']		offensive
1179050544075137026_twitter	normal	<user> text me faggot	[]	['<user>', 'text', 'me', 'faggot']		hatespeech
13265405_gab	hatespeech	i am a proud nsdap member nazi was a kike slur i will not wear it nsd ap	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	['kike']		hatespeech
11778438_gab	hatespeech	a mentally ill low iq nigger goes full retard after being out on a pedestal and the world is shocked	[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['low', 'iq', 'nigger', 'full', 'retard']		hatespeech
1179082883333378048_twitter	normal	what in the hillbilly did i just hear <user>	[]	['what', 'in', 'the', 'hillbilly', 'did', 'i', 'just', 'hear', '<user>']		hatespeech
1179073367057547269_twitter	normal	<user> dis nigga called us coons and niggers with a er am i missing something lmao	[]	['<user>', 'dis', 'nigga', 'called', 'us', 'coons', 'and', 'niggers', 'with', 'a', 'er', 'am', 'i', 'missing', 'something', 'lmao']		hatespeech
1178888096839950336_twitter	normal	rae accent is fuckin magical she my lil hillbilly country babe <number>	[]	['rae', 'accent', 'is', 'fuckin', 'magical', 'she', 'my', 'lil', 'hillbilly', 'country', 'babe', '<number>']		normal
1178670866768502785_twitter	normal	<user> <user> <user> <user> naam tak rocky handsome se copy kiya hai itna bhi nahin janta ki tere baap dada bhi hindu the and turk came and raped and some turned muslim and idiots like you think you ruled us for <number> years ja pehle history pad phir baat karna	[]	['<user>', '<user>', '<user>', '<user>', 'naam', 'tak', 'rocky', 'handsome', 'se', 'copy', 'kiya', 'hai', 'itna', 'bhi', 'nahin', 'janta', 'ki', 'tere', 'baap', 'dada', 'bhi', 'hindu', 'the', 'and', 'turk', 'came', 'and', 'raped', 'and', 'some', 'turned', 'muslim', 'and', 'idiots', 'like', 'you', 'think', 'you', 'ruled', 'us', 'for', '<number>', 'years', 'ja', 'pehle', 'history', 'pad', 'phir', 'baat', 'karna']		hatespeech
24569252_gab	hatespeech	it was another muzrat terrorist attack do not believe the could not get laid excuse	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['muzrat']		hatespeech
9597450_gab	normal	<user> seems like the liberals an moslem nations do not like prezz trumps r americas agenda at the g20 well then we need <number> walk out of the g20 an tell them lets see how long u last without americas help	[]	['<user>', 'seems', 'like', 'the', 'liberals', 'an', 'moslem', 'nations', 'do', 'not', 'like', 'prezz', 'trumps', 'r', 'americas', 'agenda', 'at', 'the', 'g20', 'well', 'then', 'we', 'need', '<number>', 'walk', 'out', 'of', 'the', 'g20', 'an', 'tell', 'them', 'lets', 'see', 'how', 'long', 'u', 'last', 'without', 'americas', 'help']		offensive
1179004403673714689_twitter	normal	<user> <user> <user> instead break pakistan no illegal pak muslim immigrants allowed in india i mean the word illegal	[]	['<user>', '<user>', '<user>', 'instead', 'break', 'pakistan', 'no', 'illegal', 'pak', 'muslim', 'immigrants', 'allowed', 'in', 'india', 'i', 'mean', 'the', 'word', 'illegal']		hatespeech
1178789722354794496_twitter	normal	so me being african doesnt give me the pass to understand more ca do researches and know whats appropriate and whats not 🤡 some white people are so funny	[]	['so', 'me', 'being', 'african', 'doesnt', 'give', 'me', 'the', 'pass', 'to', 'understand', 'more', 'ca', 'do', 'researches', 'and', 'know', 'whats', 'appropriate', 'and', 'whats', 'not', '🤡', 'some', 'white', 'people', 'are', 'so', 'funny']		offensive
20318223_gab	normal	the heeb fears the muramasa	[]	['the', 'heeb', 'fears', 'the', 'muramasa']		hatespeech
1171798188132589568_twitter	hatespeech	how can you get rid of one nigger and replace it with another nigger x and y was much better no nigero in sight	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger', 'nigger']		hatespeech
11578894_gab	hatespeech	a profile of a mudshark	[0, 0, 0, 0, 1]	['mudshark']		hatespeech
21869208_gab	hatespeech	chopra is a curry nigger who utters meaningless new age platitudes like only you can poison your soul	[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['curry', 'nigger']		hatespeech
21214738_gab	hatespeech	i probably ended up another kike list somewhere lolz yeah no doubt plus jews like to keep tabs on us nazis idk why it not as though we are coming for them to put them in the ovens yet	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kike']		hatespeech
1178851092647546881_twitter	normal	<user> <user> dawg at my last job all them white boys was married or was before n i always heard my fuckin whore ass wife dude	[]	['<user>', '<user>', 'dawg', 'at', 'my', 'last', 'job', 'all', 'them', 'white', 'boys', 'was', 'married', 'or', 'was', 'before', 'n', 'i', 'always', 'heard', 'my', 'fuckin', 'whore', 'ass', 'wife', 'dude']		hatespeech
22405642_gab	hatespeech	but if you are a nigger you can beat rape your way all down white street while screaming i hate white people never be charged with a hate crime	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger']		hatespeech
1178130764405366784_twitter	normal	<user> nigga fucking called me a faggot when i said these things to him	[]	['<user>', 'nigga', 'fucking', 'called', 'me', 'a', 'faggot', 'when', 'i', 'said', 'these', 'things', 'to', 'him']		hatespeech
1178965584488230913_twitter	hatespeech	<user> he is infected with jihadi virus he will spread it to others	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]	['jihadi', 'virus']		hatespeech
1122981615016271872_twitter	normal	bonus points if she says people are gay fanny and she replies with happy	[]	['bonus', 'points', 'if', 'she', 'says', 'people', 'are', 'gay', 'fanny', 'and', 'she', 'replies', 'with', 'happy']		offensive
8525782_gab	hatespeech	two of the people i am really getting sick and tired of seeing as guests on these evening news programs are that wild eyed gook malkin and the physically retarded jew krauthammer i change the channel when they come on there are others the list is growing	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['gook', 'physically', 'retarded']		hatespeech
21419884_gab	hatespeech	says the kike cunt trying to charge for premium content how that working for you 😆 obviously nobody gives a fuck what you have to say cuz you are a fucking joke go blow some wetbacks behind the burrito stand and you might make a buck lick balls heebhole premium cunt contributor	[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	['kike', 'cunt', 'wetbacks', 'heebhole']		hatespeech
1179105444096348165_twitter	hatespeech	do not call me a nigger i am white	[0, 0, 0, 0, 0, 1, 0, 0, 0]	['nigger']		hatespeech
1178276990559801344_twitter	hatespeech	edgy gg stans think being racist is ok i hate faggots	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	['faggots']		hatespeech
23170995_gab	hatespeech	rip nehlen he may be married to a beaner and a christcuck but at least he aiming in the right direction	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['beaner']		hatespeech
6350512_gab	normal	we are lucky his son died before he got sudden jihad syndrome the ft hood shooter killed more us soldiers than moslem soldiers have died fighting for the us in the past <number> years that is easily checked	[]	['we', 'are', 'lucky', 'his', 'son', 'died', 'before', 'he', 'got', 'sudden', 'jihad', 'syndrome', 'the', 'ft', 'hood', 'shooter', 'killed', 'more', 'us', 'soldiers', 'than', 'moslem', 'soldiers', 'have', 'died', 'fighting', 'for', 'the', 'us', 'in', 'the', 'past', '<number>', 'years', 'that', 'is', 'easily', 'checked']		hatespeech
1179066279648468999_twitter	normal	i am so pretty men and women love me	[]	['i', 'am', 'so', 'pretty', 'men', 'and', 'women', 'love', 'me']		normal
1179093621531906048_twitter	normal	i am a pumpkin bread slut	[]	['i', 'am', 'a', 'pumpkin', 'bread', 'slut']		offensive
26939158_gab	offensive	build great wall made by prison or shitskin labor using kilms dig out moats filled with gators or flooded with rushing water fact wet backs cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['shitskin', 'wet', 'backs']		hatespeech
16288097_gab	hatespeech	fuck off you nigger loving whore your mom need a slap upside the head for boring such a chicken shit pansy	[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger', 'loving', 'whore']		hatespeech
1179104631248412672_twitter	normal	doctors are always giving women incorrect information on hormonal birth control or leaving out important information and it not okay	[]	['doctors', 'are', 'always', 'giving', 'women', 'incorrect', 'information', 'on', 'hormonal', 'birth', 'control', 'or', 'leaving', 'out', 'important', 'information', 'and', 'it', 'not', 'okay']		offensive
1123697297467031558_twitter	normal	kiske to kick someone gay old for a gay little ass	[]	['kiske', 'to', 'kick', 'someone', 'gay', 'old', 'for', 'a', 'gay', 'little', 'ass']		hatespeech
1178398776916086784_twitter	normal	musacchio suspended for being a retard blame giampaolo	[]	['musacchio', 'suspended', 'for', 'being', 'a', 'retard', 'blame', 'giampaolo']		offensive
16333911_gab	hatespeech	started as trash ending as worthless nigger trash	[0, 0, 0, 0, 0, 0, 1, 0]	['nigger']		hatespeech
6921568_gab	hatespeech	is not it nice for the fuzzy muzzies to receive free resources at the expense of europeans so that they can render those charitable people extinct	[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['fuzzy', 'muzzies']		hatespeech
1109547724838457345_twitter	normal	real nigger me please	[]	['real', 'nigger', 'me', 'please']		hatespeech
1178778192208945158_twitter	normal	<user> i agree racism is wrong as a principle and as a fellow queer it important to strive for an intersectional inclusion in our community hate speech is wrong calling someone white trash is wrong but it also important to acknowledge the pain and fight of fellow queer poc	[]	['<user>', 'i', 'agree', 'racism', 'is', 'wrong', 'as', 'a', 'principle', 'and', 'as', 'a', 'fellow', 'queer', 'it', 'important', 'to', 'strive', 'for', 'an', 'intersectional', 'inclusion', 'in', 'our', 'community', 'hate', 'speech', 'is', 'wrong', 'calling', 'someone', 'white', 'trash', 'is', 'wrong', 'but', 'it', 'also', 'important', 'to', 'acknowledge', 'the', 'pain', 'and', 'fight', 'of', 'fellow', 'queer', 'poc']		normal
10068208_gab	normal	<user> i went to a minor league ball game yesterday in a majority black city truly baseball is honky ball white families with kids as far as the eye could see it was packed	[]	['<user>', 'i', 'went', 'to', 'a', 'minor', 'league', 'ball', 'game', 'yesterday', 'in', 'a', 'majority', 'black', 'city', 'truly', 'baseball', 'is', 'honky', 'ball', 'white', 'families', 'with', 'kids', 'as', 'far', 'as', 'the', 'eye', 'could', 'see', 'it', 'was', 'packed']		offensive
1178919022793916416_twitter	normal	<user> chinaman satanist lee hsien loong malaysian criminals have been gossiping false information to the ntuc supermarket sembawang mart staff since mid <number> swift discoveries if questioned	[]	['<user>', 'chinaman', 'satanist', 'lee', 'hsien', 'loong', 'malaysian', 'criminals', 'have', 'been', 'gossiping', 'false', 'information', 'to', 'the', 'ntuc', 'supermarket', 'sembawang', 'mart', 'staff', 'since', 'mid', '<number>', 'swift', 'discoveries', 'if', 'questioned']		hatespeech
1179048685654745095_twitter	normal	<user> is concerned about kashmir she is not concerned that <user> threatened terrorism bloodshed and nuclear holocaust on <number> billion indian citizens in front of the whole world at unga	[]	['<user>', 'is', 'concerned', 'about', 'kashmir', 'she', 'is', 'not', 'concerned', 'that', '<user>', 'threatened', 'terrorism', 'bloodshed', 'and', 'nuclear', 'holocaust', 'on', '<number>', 'billion', 'indian', 'citizens', 'in', 'front', 'of', 'the', 'whole', 'world', 'at', 'unga']		hatespeech
13107427_gab	hatespeech	dear niggas police your own you filthy scum by the by any pedo or rapist should be burned at the stake not just the spook it just they seem to like that shit almost as much as scum moslem groomers	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]	['you', 'filthy', 'scum', 'spook', 'scum', 'moslem', 'groomers']		hatespeech
18957160_gab	hatespeech	damn i have not seen a nigger get whipped that badly since kunta kinte	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	['nigger']		hatespeech
26428645_gab	hatespeech	can someone please find out if this judge is one of them looks like a crypto faggot kike to me	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	['faggot', 'kike']		hatespeech
1520595_gab	hatespeech	<user> given that he <percent> of the globalists top <percent> are kikescum and that the dictatorship ruling over americans is largely comprised of jewfilth perverts and criminals pace wikileaks and that the most powerful banking factions are mostly ratfaced yids	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kikescum']		hatespeech
1179071028552781824_twitter	normal	i am the collector of all white sauces	[]	['i', 'am', 'the', 'collector', 'of', 'all', 'white', 'sauces']		normal
1179047499216179202_twitter	normal	<user> i hate everything about this film not to mention it basically validating radical white violence as a result of being forgotten by society	[]	['<user>', 'i', 'hate', 'everything', 'about', 'this', 'film', 'not', 'to', 'mention', 'it', 'basically', 'validating', 'radical', 'white', 'violence', 'as', 'a', 'result', 'of', 'being', 'forgotten', 'by', 'society']		hatespeech
1179103554289582081_twitter	normal	<user> <user> we are believe that it will happen again and again after the <date> of the protest they want to kill all the protester to stop this protest action	[]	['<user>', '<user>', 'we', 'are', 'believe', 'that', 'it', 'will', 'happen', 'again', 'and', 'again', 'after', 'the', '<date>', 'of', 'the', 'protest', 'they', 'want', 'to', 'kill', 'all', 'the', 'protester', 'to', 'stop', 'this', 'protest', 'action']		hatespeech
1178856299171373057_twitter	offensive	september ain t waste no time out this ho he came faster than some of you niggers	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	['niggers']		hatespeech
25465320_gab	offensive	reverse it west yorkshire police are so good at their job no child raped by paki muslims on their watch asif	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]	['paki', 'muslims']		hatespeech
1179045003794030592_twitter	normal	my bestie beach sent me a playlist full of white trash music and now i have fallen down an icp rabbit hole at work	[]	['my', 'bestie', 'beach', 'sent', 'me', 'a', 'playlist', 'full', 'of', 'white', 'trash', 'music', 'and', 'now', 'i', 'have', 'fallen', 'down', 'an', 'icp', 'rabbit', 'hole', 'at', 'work']		normal
23331323_gab	hatespeech	cantwell is actually talking to federal agents and nehlen has a spic wife so what you are saying does not make sense the only reason i think you could be saying these things is if you are a subverter yourself	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['spic']		hatespeech
19945776_gab	hatespeech	labour loves the free movement of peoples in europe except when it leads to brown people feelings getting hurt this street shitting raghead need a one way ticket back to which ever shit hole country he crawled out of	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['street', 'shitting', 'raghead']		hatespeech
15231597_gab	hatespeech	fuck the nigger bitches	[0, 0, 1, 1]	['nigger', 'bitches']		hatespeech
